,muni_name,cod_ibge_muni,uf_muni,Number of paths covered,City coverage(%),MoH sentinel
2983,Alfredo Wagner,4200705,Santa Catarina,756,0.00861,0
2984,Anchieta,4200804,Santa Catarina,6,7e-05,0
2985,Anita Garibaldi,4201000,Santa Catarina,1537,0.01751,0
2986,Apiúna,4201257,Santa Catarina,992,0.0113,0
2987,Arabutã,4201273,Santa Catarina,804,0.00916,0
2988,Araquari,4201307,Santa Catarina,450,0.00513,0
2989,Araranguá,4201406,Santa Catarina,14678,0.16717,0
2990,Armazém,4201505,Santa Catarina,390,0.00444,0
2991,Arroio Trinta,4201604,Santa Catarina,917,0.01044,0
2992,Ascurra,4201703,Santa Catarina,176,0.002,0
2993,Atalanta,4201802,Santa Catarina,19,0.00022,0
2994,Aurora,4201901,Santa Catarina,792,0.00902,0
2995,Balneário Camboriú,4202008,Santa Catarina,15964,0.18182,1
2996,Balneário Barra do Sul,4202057,Santa Catarina,183,0.00208,0
2997,Barra Velha,4202107,Santa Catarina,2535,0.02887,0
2998,Belmonte,4202156,Santa Catarina,374,0.00426,0
2999,Benedito Novo,4202206,Santa Catarina,668,0.00761,0
3000,Biguaçu,4202305,Santa Catarina,282,0.00321,0
3001,Blumenau,4202404,Santa Catarina,19615,0.2234,0
3002,Bom Jardim da Serra,4202503,Santa Catarina,757,0.00862,0
3003,Bom Jesus,4202537,Santa Catarina,1293,0.01473,0
3004,Bom Jesus do Oeste,4202578,Santa Catarina,18,0.00021,0
3005,Bom Retiro,4202602,Santa Catarina,1293,0.01473,0
3006,Braço do Norte,4202800,Santa Catarina,5446,0.06203,0
3007,Brunópolis,4202875,Santa Catarina,2,2e-05,0
3008,Brusque,4202909,Santa Catarina,391,0.00445,0
3009,Caçador,4203006,Santa Catarina,9341,0.10639,0
3010,Caibi,4203105,Santa Catarina,1126,0.01282,0
3011,Calmon,4203154,Santa Catarina,258,0.00294,0
3012,Camboriú,4203204,Santa Catarina,35,0.0004,0
3013,Capão Alto,4203253,Santa Catarina,5,6e-05,0
3014,Campo Alegre,4203303,Santa Catarina,7,8e-05,0
3015,Campo Belo do Sul,4203402,Santa Catarina,3,3e-05,0
3016,Campo Erê,4203501,Santa Catarina,2948,0.03358,0
3017,Campos Novos,4203600,Santa Catarina,14924,0.16998,0
3018,Canelinha,4203709,Santa Catarina,601,0.00685,0
3019,Canoinhas,4203808,Santa Catarina,5322,0.06061,0
3020,Capinzal,4203907,Santa Catarina,535,0.00609,0
3021,Capivari de Baixo,4203956,Santa Catarina,380,0.00433,0
3022,Catanduvas,4204004,Santa Catarina,479,0.00546,0
3023,Celso Ramos,4204152,Santa Catarina,1,1e-05,0
3024,Cerro Negro,4204178,Santa Catarina,3,3e-05,0
3025,Chapecó,4204202,Santa Catarina,38661,0.44033,1
3026,Cocal do Sul,4204251,Santa Catarina,16,0.00018,0
3027,Concórdia,4204301,Santa Catarina,12898,0.1469,1
3028,Cordilheira Alta,4204350,Santa Catarina,28,0.00032,0
3029,Coronel Freitas,4204400,Santa Catarina,89,0.00101,0
3030,Correia Pinto,4204558,Santa Catarina,193,0.0022,0
3031,Criciúma,4204608,Santa Catarina,13487,0.15361,1
3032,Cunha Porã,4204707,Santa Catarina,117,0.00133,0
3033,Curitibanos,4204806,Santa Catarina,5904,0.06724,0
3034,Descanso,4204905,Santa Catarina,717,0.00817,0
3035,Dionísio Cerqueira,4205001,Santa Catarina,3057,0.03482,1
3036,Doutor Pedrinho,4205159,Santa Catarina,51,0.00058,0
3037,Ermo,4205191,Santa Catarina,1791,0.0204,0
3038,Erval Velho,4205209,Santa Catarina,804,0.00916,0
3039,Faxinal dos Guedes,4205308,Santa Catarina,24,0.00027,0
3040,Florianópolis,4205407,Santa Catarina,27631,0.3147,1
3041,Formosa do Sul,4205431,Santa Catarina,29,0.00033,0
3042,Fraiburgo,4205506,Santa Catarina,154,0.00175,0
3043,Garopaba,4205704,Santa Catarina,563,0.00641,0
3044,Garuva,4205803,Santa Catarina,750,0.00854,0
3045,Gaspar,4205902,Santa Catarina,1626,0.01852,0
3046,Grão Pará,4206108,Santa Catarina,76,0.00087,0
3047,Gravatal,4206207,Santa Catarina,707,0.00805,0
3048,Guaraciaba,4206405,Santa Catarina,1099,0.01252,0
3049,Guaramirim,4206504,Santa Catarina,290,0.0033,0
3050,Guarujá do Sul,4206603,Santa Catarina,271,0.00309,0
3051,Ibicaré,4206801,Santa Catarina,313,0.00356,0
3052,Ibirama,4206900,Santa Catarina,3057,0.03482,0
3053,Ilhota,4207106,Santa Catarina,5,6e-05,0
3054,Imaruí,4207205,Santa Catarina,1447,0.01648,0
3055,Imbituba,4207304,Santa Catarina,1249,0.01423,0
3056,Imbuia,4207403,Santa Catarina,2,2e-05,0
3057,Indaial,4207502,Santa Catarina,1479,0.01685,0
3058,Iomerê,4207577,Santa Catarina,45,0.00051,0
3059,Ipira,4207601,Santa Catarina,156,0.00178,0
3060,Iporã do Oeste,4207650,Santa Catarina,139,0.00158,0
3061,Ipuaçu,4207684,Santa Catarina,11,0.00013,0
3062,Ipumirim,4207700,Santa Catarina,553,0.0063,0
3063,Irani,4207809,Santa Catarina,3,3e-05,0
3064,Itá,4208005,Santa Catarina,621,0.00707,0
3065,Itaiópolis,4208104,Santa Catarina,14,0.00016,0
3066,Itajaí,4208203,Santa Catarina,4797,0.05464,0
3067,Itapema,4208302,Santa Catarina,1252,0.01426,0
3068,Itapiranga,4208401,Santa Catarina,651,0.00741,0
3069,Ituporanga,4208500,Santa Catarina,1957,0.02229,0
3070,Jaborá,4208609,Santa Catarina,11,0.00013,0
3071,Jacinto Machado,4208708,Santa Catarina,24,0.00027,0
3072,Jaguaruna,4208807,Santa Catarina,426,0.00485,0
3073,Jaraguá do Sul,4208906,Santa Catarina,978,0.01114,0
3074,Joaçaba,4209003,Santa Catarina,8583,0.09776,1
3075,Joinville,4209102,Santa Catarina,9904,0.1128,1
3076,José Boiteux,4209151,Santa Catarina,68,0.00077,0
3077,Jupiá,4209177,Santa Catarina,9,0.0001,0
3078,Lages,4209300,Santa Catarina,17845,0.20324,1
3079,Laguna,4209409,Santa Catarina,2658,0.03027,0
3080,Lajeado Grande,4209458,Santa Catarina,183,0.00208,0
3081,Laurentino,4209508,Santa Catarina,54,0.00062,0
3082,Lauro Müller,4209607,Santa Catarina,3424,0.039,0
3083,Lebon Régis,4209706,Santa Catarina,9,0.0001,0
3084,Lontras,4209904,Santa Catarina,467,0.00532,0
3085,Luzerna,4210035,Santa Catarina,1,1e-05,0
3086,Mafra,4210100,Santa Catarina,2252,0.02565,1
3087,Maravilha,4210506,Santa Catarina,7785,0.08867,0
3088,Marema,4210555,Santa Catarina,183,0.00208,0
3089,Massaranduba,4210605,Santa Catarina,113,0.00129,0
3090,Matos Costa,4210704,Santa Catarina,34,0.00039,0
3091,Meleiro,4210803,Santa Catarina,164,0.00187,0
3092,Modelo,4210902,Santa Catarina,447,0.00509,0
3093,Mondaí,4211009,Santa Catarina,32,0.00036,0
3094,Monte Carlo,4211058,Santa Catarina,16,0.00018,0
3095,Monte Castelo,4211108,Santa Catarina,103,0.00117,0
3096,Morro da Fumaça,4211207,Santa Catarina,155,0.00177,0
3097,Morro Grande,4211256,Santa Catarina,11,0.00013,0
3098,Navegantes,4211306,Santa Catarina,95,0.00108,0
3099,Nova Erechim,4211405,Santa Catarina,1514,0.01724,0
3100,Nova Trento,4211504,Santa Catarina,134,0.00153,0
3101,Novo Horizonte,4211652,Santa Catarina,1,1e-05,0
3102,Orleans,4211702,Santa Catarina,528,0.00601,0
3103,Otacílio Costa,4211751,Santa Catarina,33,0.00038,0
3104,Paial,4211876,Santa Catarina,1,1e-05,0
3105,Painel,4211892,Santa Catarina,205,0.00233,0
3106,Palma Sola,4212007,Santa Catarina,3,3e-05,0
3107,Palmitos,4212106,Santa Catarina,2161,0.02461,0
3108,Papanduva,4212205,Santa Catarina,1168,0.0133,0
3109,Peritiba,4212601,Santa Catarina,8,9e-05,0
3110,Balneário Piçarras,4212809,Santa Catarina,265,0.00302,0
3111,Pinhalzinho,4212908,Santa Catarina,4585,0.05222,0
3112,Pinheiro Preto,4213005,Santa Catarina,32,0.00036,0
3113,Piratuba,4213104,Santa Catarina,249,0.00284,0
3114,Pomerode,4213203,Santa Catarina,7,8e-05,0
3115,Ponte Alta,4213302,Santa Catarina,256,0.00292,0
3116,Ponte Alta do Norte,4213351,Santa Catarina,2,2e-05,0
3117,Ponte Serrada,4213401,Santa Catarina,1444,0.01645,0
3118,Porto União,4213609,Santa Catarina,4312,0.04911,0
3119,Pouso Redondo,4213708,Santa Catarina,2042,0.02326,0
3120,Praia Grande,4213807,Santa Catarina,160,0.00182,0
3121,Presidente Getúlio,4214003,Santa Catarina,2798,0.03187,0
3122,Quilombo,4214201,Santa Catarina,713,0.00812,0
3123,Rancho Queimado,4214300,Santa Catarina,6,7e-05,0
3124,Rio das Antas,4214409,Santa Catarina,134,0.00153,0
3125,Rio do Campo,4214508,Santa Catarina,30,0.00034,0
3126,Rio do Oeste,4214607,Santa Catarina,55,0.00063,0
3127,Rio do Sul,4214805,Santa Catarina,14381,0.16379,0
3128,Rio Negrinho,4215000,Santa Catarina,7,8e-05,0
3129,Romelândia,4215208,Santa Catarina,329,0.00375,0
3130,Saltinho,4215356,Santa Catarina,9,0.0001,0
3131,Salto Veloso,4215406,Santa Catarina,52,0.00059,0
3132,Sangão,4215455,Santa Catarina,5,6e-05,0
3133,Santa Cecília,4215505,Santa Catarina,485,0.00552,0
3134,Santa Helena,4215554,Santa Catarina,26,0.0003,0
3135,Santa Rosa do Sul,4215653,Santa Catarina,276,0.00314,0
3136,Santa Terezinha do Progresso,4215687,Santa Catarina,329,0.00375,0
3137,São Bento do Sul,4215802,Santa Catarina,418,0.00476,0
3138,São Carlos,4216008,Santa Catarina,1635,0.01862,0
3139,São Cristóvão do Sul,4216057,Santa Catarina,145,0.00165,0
3140,São Domingos,4216107,Santa Catarina,16,0.00018,0
3141,São Francisco do Sul,4216206,Santa Catarina,69,0.00079,0
3142,São João do Oeste,4216255,Santa Catarina,17,0.00019,0
3143,São João Batista,4216305,Santa Catarina,84,0.00096,0
3144,São João do Sul,4216404,Santa Catarina,18,0.00021,0
3145,São Joaquim,4216503,Santa Catarina,323,0.00368,0
3146,São José do Cedro,4216701,Santa Catarina,1599,0.01821,0
3147,São José do Cerrito,4216800,Santa Catarina,251,0.00286,0
3148,São Lourenço do Oeste,4216909,Santa Catarina,4280,0.04875,0
3149,São Ludgero,4217006,Santa Catarina,62,0.00071,0
3150,São Martinho,4217105,Santa Catarina,19,0.00022,0
3151,São Miguel da Boa Vista,4217154,Santa Catarina,227,0.00259,0
3152,São Miguel do Oeste,4217204,Santa Catarina,8160,0.09294,0
3153,Seara,4217501,Santa Catarina,541,0.00616,0
3154,Serra Alta,4217550,Santa Catarina,170,0.00194,0
3155,Sombrio,4217709,Santa Catarina,2160,0.0246,0
3156,Sul Brasil,4217758,Santa Catarina,22,0.00025,0
3157,Taió,4217808,Santa Catarina,21,0.00024,0
3158,Tangará,4217907,Santa Catarina,1011,0.01151,0
3159,Tigrinhos,4217956,Santa Catarina,329,0.00375,0
3160,Tijucas,4218004,Santa Catarina,1274,0.01451,0
3161,Timbé do Sul,4218103,Santa Catarina,21,0.00024,0
3162,Timbó,4218202,Santa Catarina,1913,0.02179,0
3163,Três Barras,4218301,Santa Catarina,3,3e-05,0
3164,Trombudo Central,4218608,Santa Catarina,248,0.00282,0
3165,Tubarão,4218707,Santa Catarina,7132,0.08123,0
3166,Turvo,4218806,Santa Catarina,78,0.00089,0
3167,Urupema,4218954,Santa Catarina,4,5e-05,0
3168,Urussanga,4219002,Santa Catarina,79,0.0009,0
3169,Videira,4219309,Santa Catarina,4766,0.05428,0
3170,Vitor Meireles,4219358,Santa Catarina,1,1e-05,0
3171,Xanxerê,4219507,Santa Catarina,9976,0.11362,0
3172,Xavantina,4219606,Santa Catarina,7,8e-05,0
3173,Xaxim,4219705,Santa Catarina,5191,0.05912,0
3174,Agudo,4300109,Rio Grande do Sul,1425,0.01623,0
3175,Alecrim,4300307,Rio Grande do Sul,393,0.00448,0
3176,Alegrete,4300406,Rio Grande do Sul,4668,0.05317,0
3177,Alegria,4300455,Rio Grande do Sul,172,0.00196,0
3178,Almirante Tamandaré do Sul,4300471,Rio Grande do Sul,109,0.00124,0
3179,Alpestre,4300505,Rio Grande do Sul,3054,0.03478,0
3180,Alto Alegre,4300554,Rio Grande do Sul,69,0.00079,0
3181,Amaral Ferrador,4300638,Rio Grande do Sul,71,0.00081,0
3182,Ametista do Sul,4300646,Rio Grande do Sul,290,0.0033,0
3183,André da Rocha,4300661,Rio Grande do Sul,1,1e-05,0
3184,Anta Gorda,4300703,Rio Grande do Sul,1531,0.01744,0
3185,Antônio Prado,4300802,Rio Grande do Sul,614,0.00699,0
3186,Arambaré,4300851,Rio Grande do Sul,7,8e-05,0
3187,Araricá,4300877,Rio Grande do Sul,4,5e-05,0
3188,Arroio do Meio,4301008,Rio Grande do Sul,5971,0.06801,0
3189,Arroio do Sal,4301057,Rio Grande do Sul,143,0.00163,0
3190,Arroio dos Ratos,4301107,Rio Grande do Sul,2560,0.02916,0
3191,Arroio do Tigre,4301206,Rio Grande do Sul,1702,0.01938,0
3192,Arroio Grande,4301305,Rio Grande do Sul,828,0.00943,0
3193,Arvorezinha,4301404,Rio Grande do Sul,3438,0.03916,0
3194,Augusto Pestana,4301503,Rio Grande do Sul,49,0.00056,0
3195,Bagé,4301602,Rio Grande do Sul,4025,0.04584,0
3196,Balneário Pinhal,4301636,Rio Grande do Sul,1243,0.01416,0
3197,Barão,4301651,Rio Grande do Sul,1138,0.01296,0
3198,Barão de Cotegipe,4301701,Rio Grande do Sul,838,0.00954,0
3199,Barão do Triunfo,4301750,Rio Grande do Sul,27,0.00031,0
3200,Barracão,4301800,Rio Grande do Sul,3308,0.03768,0
3201,Barra do Guarita,4301859,Rio Grande do Sul,9,0.0001,0
3202,Barra do Ribeiro,4301909,Rio Grande do Sul,317,0.00361,0
3203,Barros Cassal,4302006,Rio Grande do Sul,4549,0.05181,0
3204,Bento Gonçalves,4302105,Rio Grande do Sul,16980,0.19339,0
3205,Boa Vista das Missões,4302154,Rio Grande do Sul,1637,0.01864,0
3206,Boa Vista do Buricá,4302204,Rio Grande do Sul,145,0.00165,0
3207,Boa Vista do Sul,4302253,Rio Grande do Sul,516,0.00588,0
3208,Bom Jesus,4302303,Rio Grande do Sul,515,0.00587,0
3209,Bom Princípio,4302352,Rio Grande do Sul,626,0.00713,0
3210,Bom Progresso,4302378,Rio Grande do Sul,810,0.00923,0
3211,Bom Retiro do Sul,4302402,Rio Grande do Sul,333,0.00379,0
3212,Boqueirão do Leão,4302451,Rio Grande do Sul,3537,0.04028,0
3213,Bossoroca,4302501,Rio Grande do Sul,26,0.0003,0
3214,Bozano,4302584,Rio Grande do Sul,14,0.00016,0
3215,Butiá,4302709,Rio Grande do Sul,9,0.0001,0
3216,Caçapava do Sul,4302808,Rio Grande do Sul,421,0.00479,0
3217,Cacequi,4302907,Rio Grande do Sul,149,0.0017,0
3218,Cachoeira do Sul,4303004,Rio Grande do Sul,4307,0.04905,0
3219,Cachoeirinha,4303103,Rio Grande do Sul,2,2e-05,0
3220,Cacique Doble,4303202,Rio Grande do Sul,1098,0.01251,0
3221,Caibaté,4303301,Rio Grande do Sul,737,0.00839,0
3222,Caiçara,4303400,Rio Grande do Sul,101,0.00115,0
3223,Camaquã,4303509,Rio Grande do Sul,11415,0.13001,0
3224,Camargo,4303558,Rio Grande do Sul,64,0.00073,0
3225,Cambará do Sul,4303608,Rio Grande do Sul,6,7e-05,0
3226,Campestre da Serra,4303673,Rio Grande do Sul,268,0.00305,0
3227,Campina das Missões,4303707,Rio Grande do Sul,610,0.00695,0
3228,Campo Bom,4303905,Rio Grande do Sul,646,0.00736,0
3229,Campo Novo,4304002,Rio Grande do Sul,31,0.00035,0
3230,Campos Borges,4304101,Rio Grande do Sul,2172,0.02474,0
3231,Candelária,4304200,Rio Grande do Sul,1616,0.01841,0
3232,Cândido Godói,4304309,Rio Grande do Sul,24,0.00027,0
3233,Candiota,4304358,Rio Grande do Sul,1,1e-05,0
3234,Canela,4304408,Rio Grande do Sul,132,0.0015,0
3235,Canguçu,4304507,Rio Grande do Sul,718,0.00818,0
3236,Canoas,4304606,Rio Grande do Sul,203,0.00231,1
3237,Capão Bonito do Sul,4304622,Rio Grande do Sul,1,1e-05,0
3238,Capão da Canoa,4304630,Rio Grande do Sul,810,0.00923,0
3239,Capivari do Sul,4304671,Rio Grande do Sul,614,0.00699,0
3240,Capitão,4304697,Rio Grande do Sul,184,0.0021,0
3241,Carazinho,4304705,Rio Grande do Sul,66370,0.75592,0
3242,Carlos Barbosa,4304804,Rio Grande do Sul,546,0.00622,0
3243,Casca,4304903,Rio Grande do Sul,132,0.0015,0
3244,Caseiros,4304952,Rio Grande do Sul,1342,0.01528,0
3245,Catuípe,4305009,Rio Grande do Sul,234,0.00267,0
3246,Caxias do Sul,4305108,Rio Grande do Sul,22806,0.25975,1
3247,Cerro Branco,4305132,Rio Grande do Sul,12,0.00014,0
3248,Cerro Grande,4305157,Rio Grande do Sul,778,0.00886,0
3249,Cerro Grande do Sul,4305173,Rio Grande do Sul,272,0.0031,0
3250,Cerro Largo,4305207,Rio Grande do Sul,2771,0.03156,0
3251,Chapada,4305306,Rio Grande do Sul,105,0.0012,0
3252,Charqueadas,4305355,Rio Grande do Sul,216,0.00246,0
3253,Chiapetta,4305405,Rio Grande do Sul,858,0.00977,0
3254,Chuí,4305439,Rio Grande do Sul,62,0.00071,0
3255,Chuvisca,4305447,Rio Grande do Sul,23,0.00026,0
3256,Cidreira,4305454,Rio Grande do Sul,7,8e-05,0
3257,Ciríaco,4305504,Rio Grande do Sul,1185,0.0135,0
3258,Colinas,4305587,Rio Grande do Sul,131,0.00149,0
3259,Condor,4305702,Rio Grande do Sul,135,0.00154,0
3260,Constantina,4305801,Rio Grande do Sul,472,0.00538,0
3261,Coqueiro Baixo,4305835,Rio Grande do Sul,87,0.00099,0
3262,Coronel Barros,4305871,Rio Grande do Sul,10,0.00011,0
3263,Coronel Bicaco,4305900,Rio Grande do Sul,371,0.00423,0
3264,Coxilha,4305975,Rio Grande do Sul,1361,0.0155,0
3265,Crissiumal,4306007,Rio Grande do Sul,278,0.00317,0
3266,Cristal,4306056,Rio Grande do Sul,128,0.00146,0
3267,Cristal do Sul,4306072,Rio Grande do Sul,55,0.00063,0
3268,Cruz Alta,4306106,Rio Grande do Sul,19757,0.22502,0
3269,Cruzeiro do Sul,4306205,Rio Grande do Sul,613,0.00698,0
3270,David Canabarro,4306304,Rio Grande do Sul,60,0.00068,0
3271,Dezesseis de Novembro,4306353,Rio Grande do Sul,406,0.00462,0
3272,Dois Irmãos,4306403,Rio Grande do Sul,396,0.00451,0
3273,Dois Irmãos das Missões,4306429,Rio Grande do Sul,5,6e-05,0
3274,Dois Lajeados,4306452,Rio Grande do Sul,90,0.00103,0
3275,Dom Feliciano,4306502,Rio Grande do Sul,32,0.00036,0
3276,Dom Pedro de Alcântara,4306551,Rio Grande do Sul,4,5e-05,0
3277,Dom Pedrito,4306601,Rio Grande do Sul,23,0.00026,0
3278,Dona Francisca,4306700,Rio Grande do Sul,240,0.00273,0
3279,Doutor Ricardo,4306759,Rio Grande do Sul,2,2e-05,0
3280,Eldorado do Sul,4306767,Rio Grande do Sul,19,0.00022,0
3281,Encantado,4306809,Rio Grande do Sul,1713,0.01951,0
3282,Encruzilhada do Sul,4306908,Rio Grande do Sul,143,0.00163,0
3283,Entre-Ijuís,4306932,Rio Grande do Sul,2553,0.02908,0
3284,Erebango,4306973,Rio Grande do Sul,69,0.00079,0
3285,Erechim,4307005,Rio Grande do Sul,13763,0.15675,0
3286,Ernestina,4307054,Rio Grande do Sul,35,0.0004,0
3287,Herval,4307104,Rio Grande do Sul,1245,0.01418,0
3288,Erval Seco,4307302,Rio Grande do Sul,974,0.01109,0
3289,Esmeralda,4307401,Rio Grande do Sul,960,0.01093,0
3290,Espumoso,4307500,Rio Grande do Sul,3609,0.0411,0
3291,Estação,4307559,Rio Grande do Sul,614,0.00699,0
3292,Esteio,4307708,Rio Grande do Sul,95,0.00108,0
3293,Estrela,4307807,Rio Grande do Sul,11834,0.13478,0
3294,Estrela Velha,4307815,Rio Grande do Sul,29,0.00033,0
3295,Eugênio de Castro,4307831,Rio Grande do Sul,1,1e-05,0
3296,Farroupilha,4307906,Rio Grande do Sul,1134,0.01292,0
3297,Faxinal do Soturno,4308003,Rio Grande do Sul,421,0.00479,0
3298,Fazenda Vilanova,4308078,Rio Grande do Sul,198,0.00226,0
3299,Feliz,4308102,Rio Grande do Sul,1723,0.01962,0
3300,Flores da Cunha,4308201,Rio Grande do Sul,404,0.0046,0
3301,Fontoura Xavier,4308300,Rio Grande do Sul,16,0.00018,0
3302,Formigueiro,4308409,Rio Grande do Sul,1,1e-05,0
3303,Forquetinha,4308433,Rio Grande do Sul,33,0.00038,0
3304,Fortaleza dos Valos,4308458,Rio Grande do Sul,1058,0.01205,0
3305,Frederico Westphalen,4308508,Rio Grande do Sul,16811,0.19147,0
3306,Garibaldi,4308607,Rio Grande do Sul,2300,0.0262,0
3307,General Câmara,4308805,Rio Grande do Sul,80,0.00091,0
3308,Getúlio Vargas,4308904,Rio Grande do Sul,6428,0.07321,0
3309,Giruá,4309001,Rio Grande do Sul,107,0.00122,0
3310,Gramado,4309100,Rio Grande do Sul,54,0.00062,0
3311,Gramado Xavier,4309159,Rio Grande do Sul,2,2e-05,0
3312,Guabiju,4309258,Rio Grande do Sul,49,0.00056,0
3313,Guaíba,4309308,Rio Grande do Sul,162,0.00185,0
3314,Guaporé,4309407,Rio Grande do Sul,1551,0.01767,0
3315,Guarani das Missões,4309506,Rio Grande do Sul,515,0.00587,0
3316,Herveiras,4309571,Rio Grande do Sul,8,9e-05,0
3317,Horizontina,4309605,Rio Grande do Sul,88,0.001,0
3318,Hulha Negra,4309654,Rio Grande do Sul,10,0.00011,0
3319,Ibarama,4309753,Rio Grande do Sul,4,5e-05,0
3320,Ibiaçá,4309803,Rio Grande do Sul,104,0.00118,0
3321,Ibirapuitã,4309951,Rio Grande do Sul,1246,0.01419,0
3322,Ibirubá,4310009,Rio Grande do Sul,813,0.00926,0
3323,Igrejinha,4310108,Rio Grande do Sul,16,0.00018,0
3324,Ijuí,4310207,Rio Grande do Sul,22066,0.25132,0
3325,Ilópolis,4310306,Rio Grande do Sul,22,0.00025,0
3326,Imbé,4310330,Rio Grande do Sul,10,0.00011,0
3327,Imigrante,4310363,Rio Grande do Sul,4,5e-05,0
3328,Inhacorá,4310413,Rio Grande do Sul,85,0.00097,0
3329,Ipiranga do Sul,4310462,Rio Grande do Sul,52,0.00059,0
3330,Iraí,4310504,Rio Grande do Sul,1738,0.01979,0
3331,Itapuca,4310579,Rio Grande do Sul,2,2e-05,0
3332,Itaqui,4310603,Rio Grande do Sul,2283,0.026,0
3333,Jaboticaba,4310850,Rio Grande do Sul,40,0.00046,0
3334,Jacuizinho,4310876,Rio Grande do Sul,8,9e-05,0
3335,Jaguarão,4311007,Rio Grande do Sul,319,0.00363,0
3336,Jaguari,4311106,Rio Grande do Sul,264,0.00301,0
3337,Jari,4311130,Rio Grande do Sul,39,0.00044,0
3338,Jóia,4311155,Rio Grande do Sul,64,0.00073,0
3339,Júlio de Castilhos,4311205,Rio Grande do Sul,3181,0.03623,0
3340,Lagoa Bonita do Sul,4311239,Rio Grande do Sul,1,1e-05,0
3341,Lagoão,4311254,Rio Grande do Sul,18,0.00021,0
3342,Lagoa dos Três Cantos,4311270,Rio Grande do Sul,1,1e-05,0
3343,Lagoa Vermelha,4311304,Rio Grande do Sul,3008,0.03426,0
3344,Lajeado,4311403,Rio Grande do Sul,16475,0.18764,0
3345,Lajeado do Bugre,4311429,Rio Grande do Sul,10,0.00011,0
3346,Liberato Salzano,4311601,Rio Grande do Sul,22,0.00025,0
3347,Machadinho,4311700,Rio Grande do Sul,28,0.00032,0
3348,Mampituba,4311734,Rio Grande do Sul,244,0.00278,0
3349,Manoel Viana,4311759,Rio Grande do Sul,6,7e-05,0
3350,Maquiné,4311775,Rio Grande do Sul,650,0.0074,0
3351,Marau,4311809,Rio Grande do Sul,1023,0.01165,0
3352,Marcelino Ramos,4311908,Rio Grande do Sul,1,1e-05,0
3353,Mariana Pimentel,4311981,Rio Grande do Sul,5,6e-05,0
3354,Marques de Souza,4312054,Rio Grande do Sul,142,0.00162,0
3355,Mato Castelhano,4312138,Rio Grande do Sul,458,0.00522,0
3356,Mato Leitão,4312153,Rio Grande do Sul,1832,0.02087,0
3357,Maximiliano de Almeida,4312203,Rio Grande do Sul,2408,0.02743,0
3358,Minas do Leão,4312252,Rio Grande do Sul,7,8e-05,0
3359,Miraguaí,4312302,Rio Grande do Sul,4,5e-05,0
3360,Montenegro,4312401,Rio Grande do Sul,7889,0.08985,0
3361,Mostardas,4312500,Rio Grande do Sul,18,0.00021,0
3362,Muçum,4312609,Rio Grande do Sul,65,0.00074,0
3363,Muitos Capões,4312617,Rio Grande do Sul,12,0.00014,0
3364,Não-Me-Toque,4312658,Rio Grande do Sul,64,0.00073,0
3365,Nonoai,4312708,Rio Grande do Sul,31,0.00035,0
3366,Nova Araçá,4312807,Rio Grande do Sul,553,0.0063,0
3367,Nova Bassano,4312906,Rio Grande do Sul,280,0.00319,0
3368,Nova Bréscia,4313003,Rio Grande do Sul,55,0.00063,0
3369,Nova Hartz,4313060,Rio Grande do Sul,11,0.00013,0
3370,Nova Palma,4313102,Rio Grande do Sul,120,0.00137,0
3371,Nova Petrópolis,4313201,Rio Grande do Sul,4,5e-05,0
3372,Nova Prata,4313300,Rio Grande do Sul,2748,0.0313,0
3373,Novo Cabrais,4313391,Rio Grande do Sul,285,0.00325,0
3374,Novo Hamburgo,4313409,Rio Grande do Sul,8364,0.09526,0
3375,Novo Tiradentes,4313441,Rio Grande do Sul,95,0.00108,0
3376,Novo Barreiro,4313490,Rio Grande do Sul,2,2e-05,0
3377,Osório,4313508,Rio Grande do Sul,6055,0.06896,0
3378,Paim Filho,4313607,Rio Grande do Sul,883,0.01006,0
3379,Palmares do Sul,4313656,Rio Grande do Sul,16,0.00018,0
3380,Palmeira das Missões,4313706,Rio Grande do Sul,11915,0.13571,0
3381,Palmitinho,4313805,Rio Grande do Sul,269,0.00306,0
3382,Panambi,4313904,Rio Grande do Sul,3262,0.03715,0
3383,Pantano Grande,4313953,Rio Grande do Sul,124,0.00141,0
3384,Paraí,4314001,Rio Grande do Sul,53,0.0006,0
3385,Paraíso do Sul,4314027,Rio Grande do Sul,151,0.00172,0
3386,Parobé,4314050,Rio Grande do Sul,77,0.00088,0
3387,Passa Sete,4314068,Rio Grande do Sul,51,0.00058,0
3388,Passo do Sobrado,4314076,Rio Grande do Sul,3,3e-05,0
3389,Passo Fundo,4314100,Rio Grande do Sul,20251,0.23065,1
3390,Pelotas,4314407,Rio Grande do Sul,11521,0.13122,1
3391,Pinhal,4314456,Rio Grande do Sul,10,0.00011,0
3392,Pinheirinho do Vale,4314498,Rio Grande do Sul,46,0.00052,0
3393,Pinheiro Machado,4314506,Rio Grande do Sul,89,0.00101,0
3394,Planalto,4314704,Rio Grande do Sul,1845,0.02101,0
3395,Pontão,4314779,Rio Grande do Sul,3,3e-05,0
3396,Portão,4314803,Rio Grande do Sul,15,0.00017,0
3397,Porto Alegre,4314902,Rio Grande do Sul,164893,1.87804,1
3398,Porto Lucena,4315008,Rio Grande do Sul,4,5e-05,0
3399,Porto Vera Cruz,4315073,Rio Grande do Sul,4,5e-05,0
